City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Batagay,67.6333,134.6333,-38.22,97,24,3.18,RU,2022-11-17 01:37:07
293,Tabat,-2.635,115.2274,88.65,58,99,2.08,ID,2022-11-17 01:37:07
294,Agadez,19.75,10.25,61.05,29,3,9.31,NE,2022-11-17 01:37:08
295,Port Blair,11.6667,92.75,78.71,83,99,3.02,IN,2022-11-17 01:37:08
296,Lagoa,39.05,-27.9833,61.61,66,100,21.9,PT,2022-11-17 01:37:08
297,Bonnyville,54.2668,-110.735,19.2,82,100,16.55,CA,2022-11-17 01:37:09
298,Hasaki,35.7333,140.8333,59.29,61,88,17.83,JP,2022-11-17 01:37:09
299,Camiri,-20.05,-63.5167,72.16,48,100,1.05,BO,2022-11-17 01:37:09
300,Anamur,36.0751,32.8369,61.3,57,12,5.39,TR,2022-11-17 01:34:20
301,Kulhudhuffushi,6.6221,73.07,81.12,74,98,6.82,MV,2022-11-17 01:37:10
302,Bosaso,11.2842,49.1816,73.8,75,0,3.06,SO,2022-11-17 01:37:10
303,Yumen,40.2833,97.2,34.7,28,0,10.47,CN,2022-11-17 01:33:09
304,Alofi,-19.0595,-169.9187,82.29,78,75,9.22,NU,2022-11-17 01:37:10
305,Keti Bandar,24.1447,67.4497,76.19,66,0,7.63,PK,2022-11-17 01:37:11
306,Pinega,64.7001,43.3936,13.32,99,99,2.77,RU,2022-11-17 01:37:11
307,Orange Cove,36.6244,-119.3137,59.61,54,0,0.0,US,2022-11-17 01:37:11
308,Yaan,7.3833,8.5667,72.07,53,97,4.72,NG,2022-11-17 01:37:12
309,Lata,40.1629,-8.3327,63.07,97,100,10.29,PT,2022-11-17 01:34:17
310,Tofield,53.3668,-112.6686,18.72,89,100,18.7,CA,2022-11-17 01:37:12
311,Gerash,27.6652,54.1371,53.74,50,24,0.63,IR,2022-11-17 01:37:13
312,Dogondoutchi,13.6393,4.0287,73.31,18,2,8.9,NE,2022-11-17 01:37:13
313,San Patricio,28.017,-97.5169,51.67,62,100,7.11,US,2022-11-17 01:37:13
314,Melfi,40.9965,15.6514,53.94,92,9,7.34,IT,2022-11-17 01:37:14
315,Vesoul,47.5833,5.8333,54.09,75,100,19.71,FR,2022-11-17 01:37:14
316,Rupert,42.6191,-113.6772,26.55,80,0,5.75,US,2022-11-17 01:37:14
317,Walcz,53.2779,16.4712,34.7,74,51,13.96,PL,2022-11-17 01:37:03
318,Starosubkhangulovo,53.1031,57.4423,13.14,97,100,2.04,RU,2022-11-17 01:37:15
319,Yambio,4.5721,28.3955,68.72,89,100,1.1,SS,2022-11-17 01:37:15
320,Mayya,61.7333,130.2811,-36.69,94,29,5.77,RU,2022-11-17 01:37:15
321,Ranfurly,-45.1333,170.1,65.1,76,100,4.16,NZ,2022-11-17 01:37:16
322,Pacific Grove,36.6177,-121.9166,59.02,56,0,5.99,US,2022-11-17 01:34:57
323,Maltahohe,-24.8333,16.9833,67.06,17,0,3.18,NA,2022-11-17 01:37:16
324,Saint-Felicien,48.6501,-72.4491,25.48,86,100,9.22,CA,2022-11-17 01:38:17
325,Port Lincoln,-34.7333,135.8667,62.4,62,2,16.73,AU,2022-11-17 01:38:17
326,Poum,-20.2333,164.0167,79.93,76,100,5.57,NC,2022-11-17 01:38:17
327,Buala,-8.145,159.5921,84.58,69,52,1.83,SB,2022-11-17 01:38:18
328,Hermon,44.8101,-68.9134,33.75,91,100,14.97,US,2022-11-17 01:38:18
329,Wuustwezel,51.3919,4.5939,52.92,93,75,9.22,BE,2022-11-17 01:38:18
330,Kieta,-6.2167,155.6333,85.59,61,100,4.74,PG,2022-11-17 01:38:19
331,Santa Cruz,-17.8,-63.1667,76.46,73,72,5.75,BO,2022-11-17 01:34:54
332,Lasa,46.6166,10.7002,41.88,72,62,2.04,IT,2022-11-17 01:38:19
333,Much,50.9167,7.4,50.18,82,20,18.41,DE,2022-11-17 01:38:19
334,Lompoc,34.6391,-120.4579,62.74,51,0,6.91,US,2022-11-17 01:38:20
335,Ruidoso,33.3317,-105.673,31.14,70,93,9.22,US,2022-11-17 01:38:20
336,Ginda,30.6945,78.4932,43.03,30,0,6.8,IN,2022-11-17 01:38:21
337,Raisen,23.3333,77.8,61.7,59,1,4.76,IN,2022-11-17 01:38:21
338,Jalingo,8.8833,11.3667,75.2,37,100,3.74,NG,2022-11-17 01:38:21
339,Santa Fe,-31.6333,-60.7,81.99,51,56,4.0,AR,2022-11-17 01:38:22
340,Kinkala,-4.3614,14.7644,68.76,97,100,2.77,CG,2022-11-17 01:38:22
341,Todos Santos,23.45,-110.2167,76.66,69,34,3.4,MX,2022-11-17 01:38:22
342,Nouadhibou,20.931,-17.0347,73.38,56,0,12.66,MR,2022-11-17 01:38:23
343,Forestville,38.8451,-76.875,43.75,58,100,14.97,US,2022-11-17 01:38:23
344,Prachuap Khiri Khan,12.2167,99.75,81.57,81,100,0.96,TH,2022-11-17 01:38:23
345,Boende,-0.2167,20.8667,69.64,99,94,1.68,CD,2022-11-17 01:38:24
346,Koumac,-20.5667,164.2833,82.09,69,100,5.7,NC,2022-11-17 01:38:24
347,Margate,51.3813,1.3862,55.9,96,100,7.0,GB,2022-11-17 01:35:31
348,Cururupu,-1.8283,-44.8683,75.09,85,44,4.25,BR,2022-11-17 01:38:25
349,San Onofre,9.7359,-75.5263,78.49,85,100,1.83,CO,2022-11-17 01:38:25
350,Lucapa,-8.4192,20.7447,63.3,98,100,1.39,AO,2022-11-17 01:38:26
351,Bridgend,51.5058,-3.5772,49.98,95,100,4.0,GB,2022-11-17 01:38:26
352,Tuatapere,-46.1333,167.6833,60.94,82,100,5.06,NZ,2022-11-17 01:38:26
353,Lipovtsy,44.2014,131.7244,33.37,67,13,3.38,RU,2022-11-17 01:38:27
354,Muros,42.7762,-9.0603,61.09,83,100,14.99,ES,2022-11-17 01:38:27
355,Tiksi,71.6872,128.8694,-20.58,99,95,3.69,RU,2022-11-17 01:34:48
356,Mzimba,-11.9,33.6,65.3,77,15,7.72,MW,2022-11-17 01:38:27
357,Porbandar,21.6422,69.6093,75.96,52,1,10.33,IN,2022-11-17 01:38:28
358,Dori,14.0354,-0.0345,72.86,15,22,11.12,BF,2022-11-17 01:38:28
359,Popondetta,-8.7537,148.2534,92.03,50,94,6.53,PG,2022-11-17 01:33:46
360,Zhigansk,66.7697,123.3711,-16.19,88,100,13.51,RU,2022-11-17 01:38:28
361,Batticaloa,7.7102,81.6924,76.3,77,81,10.69,LK,2022-11-17 01:38:29
362,Edd,13.9297,41.6925,81.39,39,24,11.16,ER,2022-11-17 01:38:29
363,Havoysund,70.9963,24.6622,43.03,67,10,13.85,NO,2022-11-17 01:38:30
364,Cherskiy,68.75,161.3,1.8,97,100,1.52,RU,2022-11-17 01:38:30
365,Port-Gentil,-0.7193,8.7815,76.93,85,100,10.87,GA,2022-11-17 01:38:30
366,Wajima,37.4,136.9,54.28,82,75,8.05,JP,2022-11-17 01:38:31
367,Makakilo City,21.3469,-158.0858,82.72,54,40,18.41,US,2022-11-17 01:38:31
368,Lisakovsk,52.5369,62.4936,15.01,94,90,4.45,KZ,2022-11-17 01:38:31
369,Touros,-5.1989,-35.4608,78.57,70,1,11.48,BR,2022-11-17 01:38:32
370,Ahuimanu,21.4447,-157.8378,83.91,61,40,18.41,US,2022-11-17 01:39:32
371,Seguela,7.9611,-6.6731,68.68,53,27,2.57,CI,2022-11-17 01:39:32
372,Namibe,-15.1961,12.1522,69.04,79,98,8.59,AO,2022-11-17 01:38:58
373,Biograd Na Moru,43.9433,15.4519,57.9,88,98,10.07,HR,2022-11-17 01:39:33
374,Praya,14.9215,-23.5087,75.74,69,20,8.05,CV,2022-11-17 01:39:33
375,Illapel,-31.6308,-71.1653,67.05,68,0,1.5,CL,2022-11-17 01:39:33
376,Los Llanos De Aridane,28.6585,-17.9182,69.12,27,0,11.01,ES,2022-11-17 01:39:34
377,Ardakan,32.31,54.0175,58.08,37,100,2.35,IR,2022-11-17 01:39:34
378,Provideniya,64.3833,-173.3,37.51,81,100,11.18,RU,2022-11-17 01:39:34
379,Kailua,21.4022,-157.7394,84.18,61,40,10.36,US,2022-11-17 01:39:35
380,Stokmarknes,68.5646,14.9108,28.38,59,11,0.0,NO,2022-11-17 01:39:35
381,Shimoda,34.6667,138.95,62.96,55,98,6.06,JP,2022-11-17 01:37:59
382,Nanortalik,60.1432,-45.2371,20.14,74,45,20.42,GL,2022-11-17 01:39:35
383,Saint-Paul-Les-Dax,43.7272,-1.0516,63.12,91,100,4.61,FR,2022-11-17 01:39:36
384,Saint-Augustin,51.226,-58.6502,20.68,92,100,2.24,CA,2022-11-17 01:39:36
385,Collie,-33.3667,116.15,60.51,66,79,11.45,AU,2022-11-17 01:39:36
386,Ila,63.4305,10.3705,42.82,63,2,10.67,NO,2022-11-17 01:39:37
387,Buchanan,5.8808,-10.0467,76.64,87,38,3.06,LR,2022-11-17 01:39:37
388,Nizwa,22.9333,57.5333,69.08,65,77,2.46,OM,2022-11-17 01:39:37
389,Saint-Pierre,-21.3393,55.4781,67.91,55,0,5.75,RE,2022-11-17 01:39:38
390,Road Town,18.4167,-64.6167,80.69,83,40,8.05,VG,2022-11-17 01:35:31
391,Magadan,59.5667,150.8,4.53,80,100,6.67,RU,2022-11-17 01:39:38
392,Metro,-5.1131,105.3067,81.72,77,88,3.36,ID,2022-11-17 01:39:38
393,Newcastle,-32.9272,151.7765,68.99,48,0,18.41,AU,2022-11-17 01:37:58
394,Meadow Lake,34.8014,-106.5436,38.68,52,7,6.69,US,2022-11-17 01:39:39
395,Obidos,-1.9175,-55.5181,79.77,65,59,2.71,BR,2022-11-17 01:39:39
396,Cao Bang,22.6667,106.25,75.78,85,76,5.35,VN,2022-11-17 01:39:40
397,Alyangula,-13.8483,136.4192,90.48,50,70,3.04,AU,2022-11-17 01:39:40
398,Awjilah,29.1081,21.2869,61.48,37,0,10.67,LY,2022-11-17 01:39:40
399,Veselynove,47.3567,31.2349,40.21,93,46,3.91,UA,2022-11-17 01:39:41
400,Eyl,7.9803,49.8164,76.1,77,11,9.8,SO,2022-11-17 01:39:41
401,Gat,31.61,34.7642,64.4,100,17,5.32,IL,2022-11-17 01:36:04
402,Bandarbeyla,9.4942,50.8122,76.82,72,0,14.29,SO,2022-11-17 01:39:41
403,Jaru,-10.4389,-62.4664,72.68,91,61,1.88,BR,2022-11-17 01:36:54
404,Sola,-13.8833,167.55,82.54,71,9,8.08,VU,2022-11-17 01:39:42
405,Sarahan,31.5167,77.8,36.39,38,0,9.24,IN,2022-11-17 01:39:42
406,Maputo,-25.9653,32.5892,71.28,88,20,4.61,MZ,2022-11-17 01:39:43
407,Grindavik,63.8424,-22.4338,48.15,87,75,25.32,IS,2022-11-17 01:39:43
408,Regen,48.9667,13.1333,40.05,94,100,3.62,DE,2022-11-17 01:39:43
409,Qunduz,36.729,68.857,47.59,64,0,1.79,AF,2022-11-17 01:39:43
410,Lazaro Cardenas,17.9583,-102.2,77.92,84,0,2.42,MX,2022-11-17 01:39:44
411,Roseto Degli Abruzzi,42.6664,14.0227,58.95,81,4,3.58,IT,2022-11-17 01:39:44
412,West Wendover,40.7391,-114.0733,33.01,55,0,3.44,US,2022-11-17 01:39:44
413,Virden,39.5009,-89.7679,30.25,74,85,12.17,US,2022-11-17 01:39:45
414,Basoko,1.2391,23.616,69.98,97,100,2.33,CD,2022-11-17 01:39:45
415,Tacuarembo,-31.7333,-55.9833,64.81,62,0,4.29,UY,2022-11-17 01:39:45
416,Yamethin,20.4333,96.15,74.7,68,2,5.97,MM,2022-11-17 01:39:46
417,Kahului,20.8947,-156.47,84.22,63,20,16.11,US,2022-11-17 01:40:46
418,Fukue,32.6881,128.8419,61.16,63,75,2.3,JP,2022-11-17 01:37:58
419,Kurilsk,45.2333,147.8833,37.58,67,99,22.26,RU,2022-11-17 01:40:46
420,Teguldet,57.3064,88.1667,23.38,90,99,8.32,RU,2022-11-17 01:40:47
421,Kholmogory,64.2229,41.656,24.22,92,74,4.21,RU,2022-11-17 01:40:47
422,Otjimbingwe,-22.35,16.1333,72.27,28,0,1.86,NA,2022-11-17 01:40:47
423,Dembi Dolo,8.5333,34.8,55.6,77,4,4.52,ET,2022-11-17 01:40:48
424,Belyy Yar,53.6039,91.3903,31.89,66,0,11.18,RU,2022-11-17 01:40:48
425,Iralaya,15.0,-83.2333,79.14,85,98,9.51,HN,2022-11-17 01:40:48
426,Nianzishan,47.5167,122.8833,29.5,60,100,7.2,CN,2022-11-17 01:40:49
427,Alexandria,31.2156,29.9553,65.41,73,2,4.99,EG,2022-11-17 01:37:53
428,Coron,11.9986,120.2043,84.61,71,100,15.21,PH,2022-11-17 01:40:49
429,Mopti,14.6667,-4.0,75.24,16,10,9.24,ML,2022-11-17 01:40:49
430,Lorengau,-2.0226,147.2712,85.39,57,99,7.99,PG,2022-11-17 01:40:50
431,Lufilufi,-13.8745,-171.5986,85.78,74,15,11.9,WS,2022-11-17 01:40:50
432,Opuwo,-18.0607,13.84,75.4,34,97,6.31,NA,2022-11-17 01:40:50
433,Kichera,55.9375,110.0997,27.43,94,99,2.06,RU,2022-11-17 01:40:50
434,Leninskoye,41.7589,69.3864,28.58,69,59,4.68,KZ,2022-11-17 01:40:51
435,Callaway,30.153,-85.5699,51.73,70,0,11.5,US,2022-11-17 01:40:51
436,Aksay,47.26,39.87,41.25,70,100,8.99,RU,2022-11-17 01:40:51
437,Jishou,28.3167,109.7167,57.04,72,81,1.74,CN,2022-11-17 01:40:52
438,Tazovskiy,67.4667,78.7,-14.94,100,61,4.99,RU,2022-11-17 01:40:52
439,Dubbo,-32.25,148.6167,62.73,34,0,10.36,AU,2022-11-17 01:40:52
440,Alotenango,14.4803,-90.8075,65.77,92,46,6.96,GT,2022-11-17 01:40:53
441,Troitskoye,52.9821,84.6757,24.6,93,100,19.01,RU,2022-11-17 01:40:53
442,Cimarron Hills,38.8586,-104.6989,28.78,43,0,3.44,US,2022-11-17 01:40:53
443,Dingle,10.9995,122.6711,84.15,77,60,10.47,PH,2022-11-17 01:40:54
444,Praia,14.9215,-23.5087,75.74,69,20,8.05,CV,2022-11-17 01:40:54
445,Kampong Chhnang,12.1667,104.55,82.2,77,97,4.47,KH,2022-11-17 01:40:54
446,Tahta,26.7693,31.5021,63.57,49,100,6.82,EG,2022-11-17 01:40:55
447,Evensk,61.95,159.2333,5.76,87,100,6.33,RU,2022-11-17 01:40:55
448,Peniche,39.3558,-9.3811,65.1,95,100,20.56,PT,2022-11-17 01:40:55
449,Buncrana,55.1333,-7.45,40.77,91,100,2.53,IE,2022-11-17 01:40:56
450,Husavik,66.0449,-17.3389,42.8,82,100,15.86,IS,2022-11-17 01:40:56
451,Karachev,53.1229,34.9852,25.05,80,74,8.97,RU,2022-11-17 01:40:56
452,Veraval,20.9,70.3667,75.25,53,92,12.46,IN,2022-11-17 01:40:56
453,Brigantine,39.4101,-74.3646,44.06,61,0,13.8,US,2022-11-17 01:40:57
454,Pokhara,28.2333,83.9833,60.01,60,12,2.17,NP,2022-11-17 01:40:57
455,Yulara,-25.2406,130.9889,80.98,42,11,20.0,AU,2022-11-17 01:40:57
456,Sabratah,32.7933,12.4885,64.94,32,54,14.0,LY,2022-11-17 01:40:58
457,Roma,43.2128,-75.4557,37.96,91,100,3.44,US,2022-11-17 01:40:34
458,Aljezur,37.3191,-8.8033,65.86,86,100,11.54,PT,2022-11-17 01:40:58
459,Bindi,9.9167,-11.45,68.67,79,65,1.99,SL,2022-11-17 01:40:58
460,Maniitsoq,65.4167,-52.9,18.61,68,100,4.47,GL,2022-11-17 01:40:59
461,Inuvik,68.3499,-133.7218,25.66,50,40,4.61,CA,2022-11-17 01:40:59
462,Koslan,63.4564,48.8989,2.88,98,25,3.09,RU,2022-11-17 01:40:59
463,Tivaouane,14.9515,-16.8129,77.34,74,99,6.51,SN,2022-11-17 01:41:00
464,Havre-Saint-Pierre,50.2334,-63.5986,28.4,86,100,11.5,CA,2022-11-17 01:42:01
465,Goderich,43.7501,-81.7165,36.91,100,100,2.3,CA,2022-11-17 01:42:02
466,Maneadero,31.7167,-116.5667,62.1,53,0,1.01,MX,2022-11-17 01:42:03
467,Zhangye,38.9342,100.4517,36.73,25,0,7.74,CN,2022-11-17 01:42:04
468,Te Anau,-45.4167,167.7167,59.68,86,100,2.57,NZ,2022-11-17 01:42:05
469,Camalu,30.85,-116.0667,62.44,41,0,3.18,MX,2022-11-17 01:42:07
470,Axim,4.8699,-2.2405,76.93,85,59,5.53,GH,2022-11-17 01:42:10
471,Nabire,-3.3667,135.4833,85.75,67,100,3.67,ID,2022-11-17 01:42:11
472,Lac Du Bonnet,50.2536,-96.0612,13.24,97,100,2.46,CA,2022-11-17 01:42:12
473,Nantucket,41.2835,-70.0995,48.31,76,100,13.8,US,2022-11-17 01:38:33
474,Adrar,20.5022,-10.0711,72.55,23,0,10.58,MR,2022-11-17 01:42:12
475,Jurmala,56.968,23.7704,30.22,80,100,4.61,LV,2022-11-17 01:40:43
476,Ballina,-28.8667,153.5667,71.78,47,16,12.33,AU,2022-11-17 01:42:13
477,Constantine,36.365,6.6147,60.21,77,75,14.97,DZ,2022-11-17 01:42:13
478,Grajau,-5.8194,-46.1386,78.73,72,88,2.26,BR,2022-11-17 01:42:14
479,Naryan-Mar,67.6713,53.087,7.57,95,70,10.31,RU,2022-11-17 01:42:14
480,Olinda,-8.0089,-34.8553,80.33,74,40,8.05,BR,2022-11-17 01:38:01
481,Roald,62.5833,6.1333,51.94,32,100,18.41,NO,2022-11-17 01:42:15
482,Guanica,17.9716,-66.908,78.06,71,5,5.68,PR,2022-11-17 01:42:15
483,Puerto Madryn,-42.7692,-65.0385,61.16,53,8,15.9,AR,2022-11-17 01:40:55
484,Lodja,-3.4833,23.4333,66.99,98,100,1.79,CD,2022-11-17 01:42:16
485,Aloleng,16.1307,119.7824,84.97,59,17,6.6,PH,2022-11-17 01:42:16
486,Kulmbach,50.1,11.45,44.94,93,100,1.99,DE,2022-11-17 01:42:17
487,Felanitx,39.4696,3.1483,66.72,73,100,14.32,ES,2022-11-17 01:42:17
488,Ust-Maya,60.4167,134.5333,-28.84,95,51,2.71,RU,2022-11-17 01:37:54
489,Matagami,49.7502,-77.6328,15.91,86,100,4.61,CA,2022-11-17 01:42:17
490,Mikuni,36.2171,136.1519,55.31,58,100,1.28,JP,2022-11-17 01:42:18
491,Karatoulas,37.7333,21.5333,62.6,83,97,4.81,GR,2022-11-17 01:42:18
492,Santa Marta,11.2408,-74.199,84.88,70,75,7.0,CO,2022-11-17 01:42:19
493,Rudbar,30.15,62.6,57.83,27,0,3.69,AF,2022-11-17 01:42:19
494,San Cristobal,7.7669,-72.225,69.98,98,100,1.95,VE,2022-11-17 01:42:19
495,Preobrazheniye,42.9019,133.9064,42.39,45,11,2.93,RU,2022-11-17 01:42:20
496,Athabasca,54.7169,-113.2854,16.21,76,46,13.0,CA,2022-11-17 01:41:03
497,Camacari,-12.6975,-38.3242,80.37,92,48,5.75,BR,2022-11-17 01:42:20
498,Taicheng,38.731,113.228,44.82,37,0,2.46,CN,2022-11-17 01:37:53
499,San Carlos,9.6612,-68.5827,73.65,93,99,3.29,VE,2022-11-17 01:42:21
500,Faya,18.3851,42.4509,51.91,54,3,2.15,SA,2022-11-17 01:42:21
501,Coihaique,-45.5752,-72.0662,53.55,76,0,4.61,CL,2022-11-17 01:40:51
502,Constitucion,-35.3333,-72.4167,56.88,83,10,11.81,CL,2022-11-17 01:40:57
503,Yatou,37.15,122.3833,59.18,51,0,11.03,CN,2022-11-17 01:42:22
504,Doha,25.2867,51.5333,76.98,78,0,3.44,QA,2022-11-17 01:41:42
505,Oussouye,12.485,-16.5469,77.9,77,19,5.37,SN,2022-11-17 01:42:22
506,Gondar,12.6,37.4667,54.41,53,21,5.01,ET,2022-11-17 01:42:23
507,Kampot,10.6167,104.1833,84.25,78,86,4.59,KH,2022-11-17 01:42:23
508,Quatre Cocos,-20.2078,57.7625,69.91,64,39,5.39,MU,2022-11-17 01:43:23
509,Laguna,38.421,-121.4238,59.14,55,0,4.61,US,2022-11-17 01:43:24
510,Carman,49.4992,-98.0016,27.52,93,100,6.91,CA,2022-11-17 01:43:24
511,Ahipara,-35.1667,173.1667,68.56,71,100,10.6,NZ,2022-11-17 01:39:08
512,Ponta Delgada,37.7333,-25.6667,63.5,100,75,2.3,PT,2022-11-17 01:43:25
513,Bilma,18.6853,12.9164,65.1,26,3,4.83,NE,2022-11-17 01:40:35
514,Pangnirtung,66.1451,-65.7125,-1.68,83,78,3.44,CA,2022-11-17 01:39:07
515,Stolin,51.8912,26.846,30.22,78,99,12.44,BY,2022-11-17 01:43:25
516,Northam,51.0333,-4.2167,51.26,92,100,18.05,GB,2022-11-17 01:43:26
517,Mingaora,34.7758,72.3625,47.17,49,0,7.49,PK,2022-11-17 01:42:08
518,Pedernales,18.0384,-71.744,79.52,70,10,5.64,DO,2022-11-17 01:43:26
519,Pundaguitan,6.3711,126.1689,77.61,90,100,11.9,PH,2022-11-17 01:43:26
520,Voyvozh,62.892,54.9635,-13.9,98,9,3.69,RU,2022-11-17 01:43:27
521,Suicheng,33.8963,117.9331,62.98,62,17,6.29,CN,2022-11-17 01:43:27
522,Half Moon Bay,37.4636,-122.4286,61.61,45,0,16.11,US,2022-11-17 01:43:28
523,Tabou,4.423,-7.3528,77.16,85,3,3.22,CI,2022-11-17 01:43:28
524,Itabaianinha,-11.2739,-37.79,70.09,97,11,4.9,BR,2022-11-17 01:43:28
525,Benicarlo,40.4165,0.4271,69.57,59,87,7.9,ES,2022-11-17 01:43:29
526,Kilindoni,-7.9139,39.6668,79.11,74,57,9.48,TZ,2022-11-17 01:43:29
527,Leningradskiy,69.3833,178.4167,5.34,93,100,2.77,RU,2022-11-17 01:43:29
528,Lake Cowichan,48.825,-124.0546,37.72,74,32,1.12,CA,2022-11-17 01:43:30
529,Miandrivazo,-19.5167,45.4667,75.6,84,57,1.23,MG,2022-11-17 01:43:30
530,Limoux,42.9167,2.1667,58.71,66,99,2.98,FR,2022-11-17 01:43:30
531,Manado,1.487,124.8455,86.77,70,40,3.44,ID,2022-11-17 01:43:31
532,Lodwar,3.1191,35.5973,80.06,55,5,11.32,KE,2022-11-17 01:43:31
533,Martapura,-3.4167,114.85,84.29,74,20,3.44,ID,2022-11-17 01:43:31
534,Kamenka,51.3223,42.7678,30.9,99,100,5.97,RU,2022-11-17 01:43:32
535,Rocha,-34.4833,-54.3333,58.69,85,8,3.6,UY,2022-11-17 01:43:32
536,Boueni,-12.9025,45.0761,75.18,76,66,4.94,YT,2022-11-17 01:43:32
537,Barabai,-2.5833,115.3833,88.41,59,100,2.3,ID,2022-11-17 01:43:33
538,Lawrenceburg,38.0373,-84.8966,37.98,52,100,6.91,US,2022-11-17 01:43:33
539,Rantepao,-2.9701,119.8978,79.88,69,98,2.19,ID,2022-11-17 01:43:33
540,Tiberias,32.7922,35.5312,63.45,69,86,1.25,IL,2022-11-17 01:43:34
541,Fruitvale,39.0817,-108.4968,34.38,49,0,1.01,US,2022-11-17 01:40:09
542,Karratha,-20.7377,116.8463,78.57,47,47,13.6,AU,2022-11-17 01:43:34
543,Posse,-14.0931,-46.3694,67.55,91,76,3.0,BR,2022-11-17 01:43:35
544,Mount Isa,-20.7333,139.5,85.77,17,60,12.66,AU,2022-11-17 01:43:36
545,Atar,20.5169,-13.0499,75.49,22,0,8.79,MR,2022-11-17 01:43:37
546,Haines Junction,60.7522,-137.5108,12.15,85,68,2.3,CA,2022-11-17 01:43:37
547,Hami,42.8,93.45,39.47,39,100,1.97,CN,2022-11-17 01:39:12
548,Tarauaca,-8.1614,-70.7656,72.7,99,97,2.3,BR,2022-11-17 01:43:37
549,Kidal,18.4411,1.4078,68.72,18,48,8.5,ML,2022-11-17 01:43:38
550,Teahupoo,-17.8333,-149.2667,76.96,79,76,6.64,PF,2022-11-17 01:43:38
551,Torit,4.4133,32.5678,70.27,83,13,3.91,SS,2022-11-17 01:43:38
552,Rio Grande,-32.035,-52.0986,67.6,65,0,6.22,BR,2022-11-17 01:43:39
553,Aklavik,68.2191,-135.0107,11.39,80,100,1.54,CA,2022-11-17 01:44:39
554,Southbridge,42.0751,-72.0334,41.11,89,98,1.01,US,2022-11-17 01:40:15
555,Galveston,29.3669,-94.9669,53.56,69,100,13.8,US,2022-11-17 01:42:29
556,Sete Lagoas,-19.4658,-44.2467,69.08,91,20,5.23,BR,2022-11-17 01:44:40
557,Cortez,37.3489,-108.5859,29.7,42,0,4.61,US,2022-11-17 01:44:40
558,Sisimiut,66.9395,-53.6735,22.66,93,100,20.56,GL,2022-11-17 01:44:40
559,Pevek,69.7008,170.3133,4.71,95,100,7.85,RU,2022-11-17 01:44:41
560,Seoul,37.5683,126.9778,53.17,59,0,5.75,KR,2022-11-17 01:44:41
561,Kutum,14.2,24.6667,59.11,31,84,5.1,SD,2022-11-17 01:44:41
562,College,64.8569,-147.8028,10.38,85,20,0.0,US,2022-11-17 01:44:41
563,Asfi,32.2994,-9.2372,64.29,81,88,2.17,MA,2022-11-17 01:44:42
564,Domoni,-12.2569,44.5319,75.74,85,91,4.68,KM,2022-11-17 01:44:42
565,Chara,56.9064,118.2631,14.7,86,100,0.58,RU,2022-11-17 01:44:42
566,Manjacaze,-24.7117,33.8828,66.99,79,0,4.29,MZ,2022-11-17 01:44:43
567,Tamiahua,21.2667,-97.45,63.63,76,100,13.6,MX,2022-11-17 01:44:43
568,Kelvington,52.1667,-103.5343,12.7,91,100,18.23,CA,2022-11-17 01:44:43
569,Morant Bay,17.8815,-76.4093,78.85,85,50,8.99,JM,2022-11-17 01:44:44
570,Harper,4.375,-7.7169,77.29,85,5,2.42,LR,2022-11-17 01:44:44
571,Lensk,60.7253,114.9278,24.4,96,100,2.44,RU,2022-11-17 01:44:45
572,Port-Cartier,50.0334,-66.8654,25.02,96,100,14.74,CA,2022-11-17 01:44:45
573,Poopo,-18.3667,-66.9667,48.87,44,36,5.75,BO,2022-11-17 01:44:45
574,Flin Flon,54.7682,-101.865,17.44,91,100,13.8,CA,2022-11-17 01:44:46
575,Richards Bay,-28.783,32.0377,70.52,93,97,7.31,ZA,2022-11-17 01:44:46
576,Antalaha,-14.9003,50.2788,70.11,92,11,4.21,MG,2022-11-17 01:44:46
577,Kloulklubed,7.0419,134.2556,79.3,81,100,15.19,PW,2022-11-17 01:44:46
578,Mao,39.8885,4.2658,66.76,72,0,9.22,ES,2022-11-17 01:44:47
579,Skagen,57.7209,10.5839,44.98,67,95,31.09,DK,2022-11-17 01:44:47
580,Ekhabi,53.5102,142.9671,22.15,77,13,8.3,RU,2022-11-17 01:44:47
581,Burayevo,55.8407,55.4083,13.15,95,38,4.65,RU,2022-11-17 01:44:48
582,Guilin,25.2819,110.2864,59.11,92,100,3.47,CN,2022-11-17 01:44:48
583,Chapais,49.7834,-74.8492,17.38,95,100,5.17,CA,2022-11-17 01:44:49
584,Barentu,15.1139,37.5928,70.93,45,37,2.46,ER,2022-11-17 01:44:49
585,Nola,40.922,14.5329,64.92,93,11,2.04,IT,2022-11-17 01:44:49
586,Malakal,9.5334,31.6605,73.96,36,7,5.03,SS,2022-11-17 01:41:42
587,Safranbolu,41.2508,32.6942,42.73,74,37,1.95,TR,2022-11-17 01:44:50
588,Churapcha,62.0025,132.4325,-26.57,94,34,6.13,RU,2022-11-17 01:44:50
589,Bingol,38.8847,40.4939,39.76,98,100,2.71,TR,2022-11-17 01:44:50
590,Itagiba,-14.2836,-39.8428,70.36,99,100,1.7,BR,2022-11-17 01:44:51
591,Borisoglebsk,51.3671,42.0849,31.91,99,100,3.78,RU,2022-11-17 01:44:51
